n,user_id,timezone,-,sex,age,height
10799,bc6da9d29873221712962920d88635679d271d49,UTC,-,Female,40,1
10800,1b34ca8eda7f339c79a4e75519e40b84b2265c15,UTC,-,Female,53,161
10801,9be38b04d1b7727e5deaeffff28502fd7d5dfc5b,PDT,-,Female,53,156
10802,b7fc9b228c7487c2442afde572c77d793fe2a2de,UTC,-,Female,47,179
10803,ec583394f6f6b9d6f06a9fd31a95ab10f8e21aa2,PDT,-,Female,50,159
10804,6e1ef9a669679b8aa9e1a63e5267af3cebd77a05,UTC,-,Male,39,174
10805,4f2ac0ede9b3941b2db3686b49dbf8acb268087c,UTC,-,Male,31,187
10806,bcaccf3cc072cb92792ff907a0d6172c3f7dc7a0,UTC,-,Female,66,165
10807,51ac8884b0c74c8a5c8c6fa799c5e1dad9a39c0b,UTC,-,Female,53,159
10808,6edb5c90b73cbb45cdd6fe96280a240d5e05c4a7,UTC,-,Male,45,172
10809,d8965399de7347a46bfbef580e1047a3993ff0a6,UTC,-,Male,65,167
10810,60d30267c3b8d78b6ed7d5658b7967e122b73c06,PDT,-,Male,50,182
10811,b37b24004ad294afa3f4998a880039cd89b35539,UTC,-,Female,54,159
10812,659bdf589c9569019fc8b31ea46e164b68ca6b7f,UTC,-,Male,47,171
10813,cbfee1a9f71118df142900f444dbc3fcfd4e4831,UTC,-,Female,32,167
10814,25fe3bb2532b826788573ea4bba5f32d8fb04c88,UTC,-,Female,62,164
10815,ed15f5163211ca922d96c0169f79acbc5b409c42,PDT,-,Male,38,184
10816,46edc8b9b9e8fa63dda165198f541ded3d769959,UTC,-,Male,41,195
10817,45c18071fc8a457c81ce90ef968a6606e2f6f00e,UTC,-,Female,30,153
10818,90725d76c41278aefafb25ff801c29e49b98fbb2,UTC,-,Female,48,168
10819,3b0c9cd1296d34ea4082ac6e3f6f6cee3ec7534a,UTC,-,Male,44,184
10820,d5842abc8ab6dd90e9e830f2b936bb6dd7b17970,UTC,-,Female,29,161
10821,17096d171281b653e02cce9a437dfcf4805f98c9,UTC,-,Female,34,164
10822,e86411774854b51e7ff2817f11d281f9344e43f9,UTC,-,Female,42,163
10823,e9bb1349d9839329c58b7ecd1f73510fe9dcff6e,PDT,-,Male,30,169
10824,66322da216d21fd1e0c05fd742e12d3ac9244d8a,PDT,-,Female,33,161
10825,3735ba672e54b975b71000ecbf94798e1711cf42,UTC,-,Male,53,174
10826,51aff4f53225b29be389f78cd670713243175f9b,UTC,-,Female,37,163
10827,df19da30ef1860e5f4512dbe86b8cf4c8d9d83a0,UTC,-,Male,46,169
10828,8ca0768490218bd0fdbc73a03a59d9b973d6bd7f,UTC,-,Female,36,155
10829,a6deff2e36be477fcf410652766ec9e7af53fe62,UTC,-,Female,27,173
10830,68d462092ad62fc2148211f3c05f3cda3273459c,UTC,-,Male,64,179
10831,75d36a7873bf18a9fffe46256fcea63b5e7a5fd3,PDT,-,Male,30,171
10832,90ac74b2bedcc27d9149616169f5ed0b3c5033a5,PDT,-,Male,47,184
10833,e7c326fbf59d95e43d34dd2727676fcdcaa1f48a,PDT,-,Male,21,177
10834,21fb578ec5cfe9ad4cbb4f4b6689b743d1620e4d,PDT,-,Female,59,155
10835,6f15f35921cd9ffdc15230e378fa5105627c8c35,UTC,-,Male,32,166
10836,1dc12df5daae9f66adab35123bf9d00961995330,UTC,-,Male,53,194
10837,6af4969b91a7b379a687db39e8bd956f3192b105,UTC,-,Female,75,162
10838,9f4a6bc5a66247998ce6a9bc1fa3b515c20b9fe0,PDT,-,Female,62,175
10839,b375b4c72eac8679c135b3a742102e4c2ba0e2f6,UTC,-,Female,41,164
10840,5e3f63bc6c6ee211f1a386498b6eb9dbe7742709,UTC,-,Male,28,179
10841,b11cd76d9be4cc6bc700fe26e51e75ba3a321d35,PDT,-,Female,34,169
10842,765f447bf3acf1176b30eaeb320ea8ab528233db,UTC,-,Female,61,166
10843,8350658792b27e072bf6a93f17f6423b6eb57ec7,PDT,-,Female,38,161
10844,507cafbb6ffed4383966dfd6248383dc23531764,UTC,-,Male,65,179
10845,63763670866f89523436afb567293b802ac356c3,PDT,-,Male,33,179
10846,95428bfec32376c197cddb179ecb2ea5fcadf328,UTC,-,Female,40,172
10847,46a2251657534e4eef4d3adf97cf69ae9fe7ef15,UTC,-,Male,40,181
10848,2ad0b92ffa6dbd1c11b1a8d464c19d90f4fcf499,UTC,-,Male,48,183
10849,e44386376a752ab58c50da53e51467358bbbd409,UTC,-,Male,23,174
10850,8a5c192598928471a1073a9e4e39fed9c3db95b1,UTC,-,Male,37,173
10851,3aecb7146340e9bf56296625fa84e6de381dcd61,UTC,-,Male,42,185
10852,1be0e9cdc9487c6c91ae880824355f1a8d07acf8,UTC,-,Male,39,186
10853,6c567e7aae710bc8d4d2e3a66fbecb9ef2bc2427,UTC,-,Female,34,171
10854,e26f49b02de054cda69cb662ebdf8602531bef4f,UTC,-,Female,57,157
10855,ea4123511db5280485d90ffc3a47d04749027cec,PDT,-,Female,34,166
10856,91f26f0d4406ba739488436fbdfa3f63a9218acc,UTC,-,Female,50,158
10857,2cf77a0666d9de0350070d85fbc828a92de32505,PDT,-,Male,31,174
10858,e724fed4542162ccae3d645631ee7dcf10e2c2b9,UTC,-,Male,30,187
10859,aa83a0b7a551874f702d356fa00719b0a12226bf,UTC,-,Male,66,171
10860,6b53094622301a6ce9ffd2b7ee66f52a1a504901,UTC,-,Female,41,161
10861,f2968ff1647eff201cf4174016a3d89f7d54e6fc,UTC,-,Female,29,163
10862,d64e05c3d01486214f3af54c5390adfd866d60fe,PDT,-,Female,50,153
10863,5fef703e2cdfbccce1395d7367857de5e13fa8b5,PDT,-,Male,35,167
10864,639d60bec90d267faddd8ff43a42388c5f031ebe,PDT,-,Male,48,181
10865,4e5ec1d91bcd5efb763eee83f39f39a540f48bf8,PDT,-,Male,56,182
10866,6763e0d9ec81286871b371c58feb2d764b585c9c,PDT,-,Male,69,166
10867,e0c16d1cab7caa5c99a486ef51b7bf8f37c9afa5,UTC,-,Male,49,179
10868,c248a089e1b354f9c7793428d3f8f3ce1ade8bc9,UTC,-,Female,50,165
10869,2a3073846a19a40336a2998c9ad7a36a36225ba1,UTC,-,Female,59,168
10870,f0def9ea2aa7c4f22177d3027c48d582d2a252aa,UTC,-,Female,29,182
10871,c31a9ee47a1fdc1d341cfce360970cea981fa6e9,PDT,-,Male,52,184
10872,966c689ba384707ef783e424e671abf85d4eceef,UTC,-,Male,67,181
10873,bf2abdaa8296ff0686d4040421740fc9a4b6a63d,UTC,-,Female,31,164
10874,288b3d65e7609345e727e2bd6bfacd23756ff478,PDT,-,Male,52,179
10875,817a1dae5fbac136362c14b6a076b5e66ac0f6a2,PDT,-,Male,59,174
10876,4d02972ffd8e83e8ffef1d8632f2d39599f7d325,UTC,-,Male,53,172
10877,7fc3b41f6124c838bed955608eca0ff17c66888a,PDT,-,Male,43,169
10878,fb700da35b8b6f4fc81b80daf43c8b165cabc9dd,PDT,-,Male,52,169
10879,5f082d86839cecba44769428acc2c979744aff5c,UTC,-,Male,53,187
10880,72a5ebf6ddc1d8d2361a20d9a9f43faa7d270329,UTC,-,Female,48,171
10881,46473378d9dde8643ba71043158e5d31c3484c0a,UTC,-,Male,36,171
10882,c500bdf6bf8928ffee68eb5bdf3c2881ad875994,UTC,-,Male,53,175
10883,ec7122f9fb0433a1aaba7d74c74f4acecace0785,UTC,-,Male,63,174
10884,2a70d1085c1cb8e1291e1a73dd2ad8d2bf59f145,UTC,-,Female,65,155
10885,b49275b855bf674b5896f692ff18e2f714650917,UTC,-,Male,36,174
10886,7db9c8225e3a72e72bbcdbfda5b24009e98be0d5,PDT,-,Male,29,182
10887,f97733d66a39c0044493d43ab43a9bd4e2bda6ea,PDT,-,Male,60,177
10888,ba453c8dd708218bd97dc3ebc9cb48855d92d74f,PDT,-,Male,33,182
10889,9c06cff4fbcde6c75c440dab98390688dcb8798e,UTC,-,Male,37,171
10890,4e99aef57580110c61276ff4ce48453e6fe7595d,UTC,-,Male,60,168
10891,257c32d5b0d6c5f3f3c2befb5acf1a87a72fae13,UTC,-,Male,37,175
10892,eccb9a36cb1382898b8b8a18efce864c13f50459,PDT,-,Female,28,162
10893,d75c3e0dcbc5bfa7b2a6529638f3093ca9de14fb,UTC,-,Male,47,182
10894,d27bfebd6bdfa77886d5de609dff7fb617eef202,PDT,-,Male,19,172
10895,23a78295262da3fe116eace03979cc3dd862f961,UTC,-,Male,26,181
10896,c9b0bdb7d7ad9f90a656183ff4b0ad94c883f40e,PDT,-,Female,44,162
10897,df4d05264350f4017ce2010c6b87dd3830fef268,PDT,-,Male,47,182
10898,e85372628c856b8d1b3e0d2c75325653342dff95,UTC,-,Male,28,179
10899,a12f0f979958d14fabdfd69726b419303831dd14,UTC,-,Male,41,179
10900,1d39694c5ee3348f6acf2e79a8a7082272fd1481,UTC,-,Female,47,163
10901,af051c7ac6ae7e613cda758cab7d602de446ed17,UTC,-,Female,24,169
10902,be0000d62daf831586884b9fcad08b14da6b8fce,PDT,-,Male,38,172
10903,43e22c2c8939ebf0e498b7db5758a1d8e1394f54,UTC,-,Male,55,169
10904,f8e5510d363cda0262b9945d9f739d6b69a4555c,UTC,-,Female,58,149
10905,c9da1640aa41bf5188df7f311acb945ba95b43e5,UTC,-,Female,59,169
10906,dc50ed513511d0f370b4b0096b24fc5f11202888,UTC,-,Female,22,164
10907,cd4ffd3dc6ff85617385041935339d5fa1001b29,UTC,-,Female,43,149
10908,611b87bc79d67e51d1c793745d9a9403b4603da2,PDT,-,Female,30,162
10909,3acb43cf98227a47aeff83e83ddbbbed134e037f,UTC,-,Male,45,186
10910,294b9f4dc5f9272082ae5c14a2234a07e7effa74,UTC,-,Female,45,177
10911,c3b2b430f0fef373f7a999eadc451725e5863673,UTC,-,Female,59,108
10912,eaf1af994bbdc96a260fe702ea3d56915551bcc3,UTC,-,Male,29,172
10913,7fb34778b72f502674238a5f99de2cfbab7c8602,UTC,-,Male,68,159
10914,41dfc6a6f05823fa1717f8e898c261aa2cf8f0f4,UTC,-,Female,34,157
10915,2fb1e27aac03686d80b79634b68643c891890405,PDT,-,Female,20,164
10916,a55af4ba96fd4ba67322f2744a3c969cab8d6114,UTC,-,Female,71,164
10917,ab2e16a0f1b61672cf0b88d44932940184c22082,UTC,-,Male,51,172
10918,2b3adbf5fd20d5eebe95859cd8dac1b1c779b619,PDT,-,Male,53,179
10919,37dff20ae87e8daa57ab5428bad58d8c98b9a5d2,PDT,-,Female,46,164
10920,c26ae6bb4fd9fdc159399006432dbca42156dbeb,UTC,-,Male,34,173
10921,7b64935bfa274b5a5be0f86a19d36a64878f134e,UTC,-,Male,47,172
10922,9279680ed0489df6aa4b7ce8efed8553c287cf3d,UTC,-,Female,44,161
10923,eeba5e42eb150686dc7f34bd86ae8c4ff9874f4f,UTC,-,Female,37,168
10924,eef448cf66e46ea031ee7429a0327e8a267413ef,PDT,-,Female,51,159
10925,fc796f647221e5f221f202e4364eebdd3ea809cf,UTC,-,Female,43,169
10926,2c754c5a2fc8a5bc8410cd5c7fd7fcaf5d032784,UTC,-,Female,32,158
10927,63bb6276f031b77355c4cb4a2118772c611338e5,UTC,-,Female,53,161
10928,cd87ce78c1c967c94fc99925d409f71be99ccd34,UTC,-,Male,72,171
10929,794fbd617ec702b65cbe88b87df3f4f4d8c1b9c9,PDT,-,Male,38,177
10930,1370bfb3f3b550629f11e50644560cc199ecc19b,PDT,-,Male,42,184
10931,940880d93f8107414cd7fd0d29a0f13d9d92fabe,UTC,-,Male,41,159
10932,f50968a9367fe7b4bbc941ef8304009aee204543,UTC,-,Male,55,153
10933,1264ec0e4c3a45187fbef9956b81d74a90544fae,PDT,-,Male,49,181
10934,b01e1cd785fcca82407c6c549f34a5799d9de349,UTC,-,Female,54,174
10935,e5580045151103cf9aa614475106e6c9dd21c92c,UTC,-,Female,48,179
10936,ddfb9c6872dc0ac42676ae39c021e13a96f97c9a,UTC,-,Male,76,181
10937,b696c2383ea0057a8ea2ee8d148bed4ba682fd91,UTC,-,Female,49,164
10938,785f99623b140def619b1157bd63526b4946f7c6,UTC,-,Male,77,171
10939,3990a3178de72557192b0d9bfe35375ab9f209a9,UTC,-,Male,43,182
10940,dc98bda863f39cf9118805698f0e13f5df019b56,PDT,-,Male,37,174
10941,5845f98ec78469c92ee97097a5da5d33e492842b,UTC,-,Male,36,159
10942,f469c3a7ac905e328630b6cde7ae04399da814eb,UTC,-,Female,40,154
10943,36da77f6b72184d4167acba9ee241693a5972d64,PDT,-,Female,57,161
10944,e73a4244aa5f504569f6f649fce54a189637f3c7,UTC,-,Female,61,171
10945,8647497669f5ddfa7c2d43acc308a088fe032e4c,UTC,-,Female,51,174
10946,5dedeca9b9f32b6677c525b491d33553b453eeaf,UTC,-,Female,35,156
10947,56ccd757bea72ba2954549823bf208e560f9b076,UTC,-,Male,56,172
10948,ff1dba9184934b8f413c4f33ac697ee97feace4e,UTC,-,Male,61,179
10949,a36e9dffec88a20a96bfd96fa6617d07341ad8f9,UTC,-,Female,29,175
10950,283bed0cdc8fe5446bb1ce18d3e4345246677d0b,UTC,-,Female,52,178
10951,9e71e3bf4a43db89b6c9c7c9e2cfa4e6503b2a39,UTC,-,Female,36,152
10952,1f5aaab7ea09023a019f86e8ceb9cd5bd6d17f36,UTC,-,Male,30,183
10953,8d400894a80a971fab043606d3debd5b8f214514,UTC,-,Male,26,181
10954,79e40d7ec928b2e86a9013d8feb37acef1ca9aaf,UTC,-,Male,52,179
10955,cfded48d699eeab6b48c5d1d3c7d85b618884c89,UTC,-,Male,30,174
10956,a72b1c23d361d5114f5de5b175c2328915613db1,UTC,-,Male,44,174
10957,a7871d1ebfdeaa72f7bab1542d86fd79ad144b66,UTC,-,Female,35,159
10958,4e2c765416f2c8ff5f411e3a8db28e6c5dd11b39,UTC,-,Male,25,186
10959,7dbf3a10c4e7c43ede649b7fbdd92515c40fcd48,UTC,-,Female,54,162
10960,4a43c28f4e544ce0800998e2a66187f85c5ae008,UTC,-,Female,40,153
10961,e5a693947ce98f94b67f4f8b3bf45c063001a608,UTC,-,Female,57,164
10962,72bced77e099a80dc507e5d2d3811fbeaa25ab6f,UTC,-,Female,50,173
10963,9a45aada47e43ee43da3a8e218350b94f4b9b05c,PDT,-,Female,55,161
10964,fee917a7a991a6abc2436afe8d0e8e3e4078f528,PDT,-,Female,29,164
10965,ef1b5b4367dde1c9fdf62beb8114bc0353ac050d,UTC,-,Male,54,182
10966,f2cf50e9db730ec6ded380b92a157849ece2db6b,UTC,-,Female,67,59
10967,e30e6c8915860d026e00294147bba99a7ba98b41,PDT,-,Female,31,158
10968,4a5f2da09b179dd864ab48c6bbbc3160b510b120,PDT,-,Female,29,159
10969,f5eeca3a1853362af83f9c6bda44300f4a54974f,UTC,-,Female,9,141
10970,e1c88e376c8f4f3322e9955e79cfe9f2557ecfbf,UTC,-,Male,57,179
10971,57134250c5437f8b74ed88151853be50a660c195,UTC,-,Male,53,169
10972,99ff9615e2b46f64d0f3628ddfda188eb4574bbd,UTC,-,Male,53,179
10973,9f789776d15d414c7265773314612301b89418ab,PDT,-,Female,43,162
10974,94f1b8cd70a450036364330c99ad67eee29d3619,UTC,-,Male,33,171
10975,ad0ffd2844a1cdc3f631fb7a6618cb36ab6cb770,UTC,-,Male,30,176
10976,d5442bb325f558e0da27067aefde709def99341c,UTC,-,Male,22,174
10977,f82964d4d064df9d2e189a1fbe393249cc0f606d,UTC,-,Male,26,175
10978,488327ae50c77abeaf41ad0f3c470bde482452c9,PDT,-,Male,59,176
10979,605713b3693d1d402d1b346819041fb73333257d,UTC,-,Male,61,171
10980,5accef7b736d641657042885f1e1e70a73565c0c,UTC,-,Male,47,181
10981,83cee2e81477bbbb544f194d3143a8de867254aa,PDT,-,Female,22,159
10982,659515963394651d442e9bf2c9747eab45ad3463,UTC,-,Male,39,176
10983,383eb91e93b954e64796c9866cade2274641b2f3,UTC,-,Female,39,181
10984,40507e46b314c2d8190c3596ca4b2adaef1247c7,UTC,-,Female,58,159
10985,a46d1c89eabacbe5f7151d9491e016d3ead6f718,UTC,-,Male,51,182
10986,4bb950ca2d98fd6d6a79819514c9ddfdc2e89ce3,PDT,-,Male,28,222
10987,eae7bbc7ebd16688db9ea4d197f0c013bd5e302e,UTC,-,Male,24,184
10988,8bac9aee8e357d86a7d9fa94e00802378a32db7f,UTC,-,Female,34,159
10989,5f0496d91ff8e370c6d2541848b4dac8b0ec0f7f,UTC,-,Female,19,169
10990,f69f5229b9d8b50e79989d45fe9d59a62eb06183,UTC,-,Female,41,169
10991,dfc5c88e71cba2c74b19c6acc8437c1fd18cc352,PDT,-,Female,25,171
10992,c5a41f19a1711a59ca6962b4f41a8e0bd49425d4,PDT,-,Female,31,167
10993,11b33efd6333d5eca82ba40cddbb8983e32a4e3c,UTC,-,Male,57,174
10994,66070e54b82a8bbb4aee8bb45ce79cba6fa81e23,UTC,-,Male,45,166
10995,67555664caccd84ba14f2bd8d6fded05dced56e4,UTC,-,Male,36,174
10996,a00193ede3de3b46fbcd08d64e85c9dbd576b6a2,UTC,-,Female,56,171
10997,ba12f70a8b6fabca758519e39115409d471d349c,PDT,-,Male,65,174
10998,e50539d247b5ca30e5da3ecd5becec595bf18a1a,UTC,-,Male,49,183
10999,6aaaec0db18389e4ab6cf68789640eb8b6ad68b8,PDT,-,Male,51,179
11000,171390d0ed8a555939a632e4ae79a680682524e2,UTC,-,Male,55,176
11001,a54cc97dd53fdadf5279384833658c5ce2ce1957,UTC,-,Female,55,61
11002,31c55ca4adaf46dfa1b93d5656a859af28f5736f,UTC,-,Male,29,184
11003,8c351af9ed849fef0ed038f8447cfdc415e3d922,UTC,-,Male,25,171
11004,5047449e8ec0146750781493736792da4eca34eb,PDT,-,Female,38,159
11005,842bc3afa07c99fa46b654bbfa9ac476c6277624,UTC,-,Male,43,174
11006,a91ac72cee357193d5582f3a7d5a3585138c8fef,UTC,-,Female,59,164
11007,9d41bacb5894284de8d6da5ca0dbe9021aa52866,UTC,-,Male,31,192
11008,2e1e5403caa5369d301cd1bfc89f7db431f6785e,PDT,-,Female,46,169
11009,f49d27452ff12f6b58faa946a1d626016dfa468a,UTC,-,Male,58,156
11010,4e92bc8f2d54d94460cebf2acea1b33c8ca9a636,UTC,-,Male,26,174
11011,b4758cb0cde538043c30b2ce139baa9c8951c7f5,UTC,-,Female,51,173
11012,ff01e7c69014db688231e76a3badf00e67cef84e,PDT,-,Male,27,176
11013,9b31246a3b5eee4f28ba02a297b0c63ebdb68d84,UTC,-,Male,62,184
11014,5aa9e2e42fa23a75cfe379c83d956e6c85d319c2,UTC,-,Male,85,155
11015,e2529d45b73338fa62e69dc7778ffd3631318c52,UTC,-,Male,38,166
11016,13eac18cd280464d2c31ece1873ebedb8b713541,UTC,-,Male,34,179
11017,a0a6cf926ea6ccb9f51855e99034673dada16c79,PDT,-,Male,30,179
11018,e77dd441d639da368cf1a9e2194ac9c76b55e2e9,UTC,-,Male,48,178
11019,8177f700f5a7d5fa771c8d8a995a0945f2315a36,UTC,-,Male,22,177
11020,378bfe91d1a5d650b99ae717a0705e2a3a7f3e1a,PDT,-,Male,56,182
11021,98ce89c639544d16d7ff0cce72b47e0ec62a1985,PDT,-,Male,32,182
11022,413ffa8167420fd196de51129052ab74cf0dd2a5,UTC,-,Female,45,179
11023,bca2474eaf19d3d5a4e6517635958deb9797b9a5,UTC,-,Female,27,169
11024,e110501512cb8e74476efa45dcc0b6c5588ec1ed,PDT,-,Female,48,152
11025,835e70d5bfd98ef37ae099a8b57e4c4ec9ae3cc4,UTC,-,Male,52,161
11026,e417c3ba9d0f313e77512ef06dd5bd5d4edcb4a0,PDT,-,Female,44,182
11027,1bdea66a9d6b128d52c45e726048d50b86d86c4b,UTC,-,Female,42,177
11028,f52ce7d811908ed4a99b3e46e271aa9c595bbfc6,PDT,-,Male,35,176
11029,1fd2b768d7f66386bd3480a5a7fdaadfcca9eb5c,UTC,-,Female,27,171
11030,8ee39546cc95f2e6df148849d7486f65ea0cd3a5,PDT,-,Male,35,184
11031,6dd0291ad8e8d776d1185fd5313e915838b339fb,UTC,-,Male,63,174
11032,bd451b19debccaf47a01f352f05deab7b36bae3e,UTC,-,Female,26,162
11033,588789b9cd6d30908bc5e88627fd3c13dbd0787e,PDT,-,Male,26,172
11034,7560c6735e78b14eb335cdad7512423a70d72bd2,UTC,-,Male,44,169
11035,34295f80a8d99b2e4298b8521f5637bc4cdadbf1,UTC,-,Male,48,171
11036,e8c5497917835d61bea4d25addc0a7ea39bef42f,UTC,-,Male,48,169
11037,636d4c9d9103208fc43578ad7af42c385f2512ad,UTC,-,Female,43,155
11038,bf504e62d366e1d69a0a8c0a5fc792ba4cb127eb,PDT,-,Female,79,156
11039,bb8b5cfc54ea2611cbf60cb8785d65b4d35aa60a,PDT,-,Male,45,178
11040,62471469c60e292cdcfb2dc47e11e9958a8a5348,UTC,-,Male,46,168
11041,6ecbb971a1cbe5b74be6f591240a272a3e0baef2,UTC,-,Female,51,157
11042,b2ee8a354111b03293eed8d9b025826612063e8c,UTC,-,Female,62,159
11043,f0d313b0bb8184cd987579d7bc43744749a3431c,UTC,-,Female,41,159
11044,9fc0f95bdaac44a4bb9e149f1a7feb89962b47d1,UTC,-,Female,57,166
11045,798b5c566850e417999a93f3f72b22ed9f07ef52,UTC,-,Male,51,179
11046,4b1a1fe4a996ba825450ab35212999ed792a9565,UTC,-,Male,81,169
11047,ef2244716739035e5b44ad35de75561923ff0e47,UTC,-,Male,66,149
11048,6f2011e86d0c0b5d263b2a76ed74e98ceb78d594,UTC,-,Male,56,179
11049,8240fcccf3fa45b76539bc582364edcef26bad7a,UTC,-,Male,31,179
11050,6d363713802dc11e81b2467242e67da87f4914c0,UTC,-,Male,59,182
11051,264c78e8732442066a96ccb9870ef5ce6220c9b0,PDT,-,Female,48,151
11052,f10f98958ca9246b633a92c356d784f976535cd7,UTC,-,Female,56,161
11053,e380588abeb954257fe3e6ead17ed6780f8702e8,UTC,-,Male,50,192
11054,496a930e8682682aa2b098fb7859ec15b2df8800,UTC,-,Male,42,159
11055,9bb51f066b6cdbe7e5a11e49e2bc646cecccc89c,UTC,-,Male,38,182
11056,2cd4b3559f143cf9f35d2da1955809651a1b7d2a,UTC,-,Male,63,179
11057,a3de8af1d63e04cbd9bb5a9333a21d04ba21c5f1,UTC,-,Female,33,179
11058,78320de168bbab865c71c81519b94c9b3c37435f,UTC,-,Female,39,179
11059,20fc896dc5d2dbe24a6b0ae579956d0b7f758ebb,UTC,-,Male,14,209
11060,ebcfeffefa41920be856c0a95942da29387b8b95,UTC,-,Male,68,164
11061,24eaba6aa9091a83eb42c193a064d93e60e7cad9,PDT,-,Female,25,184
11062,839e671b98f42cac9a470719b49276a065f913d7,UTC,-,Male,19,174
11063,fe3ac99c5ecac9209440d5954e96fd2265fedbba,UTC,-,Male,55,184
11064,f9c35e8889869cb8acd5839b5229c9a35244a969,UTC,-,Male,44,174
11065,b3b9a527265c3bff2c3e454890b8b65b5d0a3b99,UTC,-,Male,38,185
11066,c4a8ba84b070dbaa19ebfd0759082d893bc61286,UTC,-,Female,65,164
11067,b3793ef9e886f93d660d83d48309096a678bda36,UTC,-,Female,66,162
11068,46bfc6f294ed9222c6fd6e7e8a467d804d2f704b,PDT,-,Male,31,169
11069,b428d4f3543b830e512fa43b5aa3d636421eeb37,PDT,-,Female,64,157
11070,2c0befccfec5a955795c6fca60d03feb20f3e30b,UTC,-,Male,54,179
11071,f4416603adf7f5acce298205b8f335c37a081120,UTC,-,Female,34,157
11072,d921005e441769435a87d7e73cf3cf6ae29a8942,PDT,-,Male,32,179
11073,d161303f71a3f9ef7ba7bed9311b6c3688227d2a,UTC,-,Male,37,194
11074,32323b4542d23684f60e62aa58a97d2071aa0fdf,PDT,-,Male,55,169
11075,69eb35472288d3aacce4efd8b5b1a11d93803ea9,UTC,-,Female,38,152
11076,b33b9220fd7e42f3c51bc81a9db1b4e966cd22e4,UTC,-,Male,26,159
11077,f915b3552dd3d1deb5cf6010710661a8f81b236a,UTC,-,Male,32,174
11078,b17b48c9879e76b9a653b4a720256e91256582b0,UTC,-,Male,31,174
11079,7688ec9cfdc1afdf54c9d636c8d62d947241de92,PDT,-,Female,27,171
11080,703f1c23d09ed1ef41ae0c954ccdcc2cc206c4ba,UTC,-,Male,58,181
11081,cb95a28b6b887034ad8f1382ddca40a91e61dcf7,PDT,-,Male,38,190
11082,1b528e45a30decc5da33fd2a2751fc01366e5d6b,UTC,-,Male,43,174
11083,37a69ebdbc90b342bf79abeac022ca6f191f7c0c,UTC,-,Male,12,175
11084,1a3ad3e982b015cb2b166f491106822048d8d7ae,UTC,-,Male,49,189
11085,38543bb1c0ad22bfaf34221b14b88f4496ce5967,UTC,-,Male,56,181
11086,e40b16dada8273eef775b2b27129d8afc2df6f5a,UTC,-,Male,36,176
11087,8bbe0bb074b6518197ec5280c33653076a7d925d,PDT,-,Male,48,184
11088,ebe21139dc0692986b8d1b5fff74bc6d1f6d4051,UTC,-,Male,31,179
11089,e4fdad35d39908d1f57b7b92b9c40096409a74af,PDT,-,Female,67,158
11090,6a9ae5263b050104e0b8170899d5ac5e1df2d143,UTC,-,Male,39,198
11091,6ccb7f09f0bc2cbad76b47634f0d2b296271e325,PDT,-,Female,35,162
11092,1726e89dfbc0f83f4d89ab0bb1b37f50f890c4ce,PDT,-,Female,42,169
11093,11f7c043e25bf97f82090eef3dd86a6782d1cb2f,UTC,-,Male,32,174
11094,46d83dea5ed6c758c1d51512f347a7cc30ea8b94,UTC,-,Male,29,167
11095,574a4b105e0dd5e3c99f7c1ca4b476a66269023b,UTC,-,Female,46,167
11096,a6e3a1941850f424d4768b2e4d70882ec2ed3365,UTC,-,Male,56,173
11097,589f8d31ce75b55ad72cb9859b1eefb2bcd2bb10,PDT,-,Male,26,181
11098,4057230327d89b7914765149511995e042c5e541,PDT,-,Male,35,184
11099,a6f2cb934a6edb1ee57c846ec4aa1fa55310e945,UTC,-,Female,43,161
11100,7ad6e3bd8ad1194e333e759ea5ce06d94874b90e,PDT,-,Male,35,184
11101,56ada7878a8ea3339836047be6ac0a49b54f22ee,UTC,-,Male,29,174
11102,b3622bab60d2b51f497d98f0fae95d55d9e9235d,PDT,-,Male,25,184
11103,396ba5675cb1612ad87df6e8993e9b56f134f4a5,UTC,-,Male,55,169
11104,1d87950dd9e999646059b291b72771bd17268971,UTC,-,Male,35,179
11105,87d7ce458b17d16dccfa4c836d59194f77b56cb3,UTC,-,Female,48,151
11106,62382c2d8545a227e0abd01f5bbab2e620b9e150,UTC,-,Female,56,159
11107,756aa0b35ef30fb035d0c0e83fc4840c938573ec,UTC,-,Male,40,184
11108,f497f76842d0db549b540a24b31d6bfa793d4a4f,UTC,-,Male,58,174
11109,d1866a7463947613f6d724a38c24a303cf74850d,UTC,-,Female,30,174
11110,a224d7ce3670439623767b9bafbc38d771d4ad66,PDT,-,Male,46,177
11111,ef167a54dd56f3e7543a3af560afeab4f1b2e0d8,PDT,-,Male,37,168
11112,4d32ba0c48ca51854d7eef625a08ee30cce313eb,UTC,-,Female,51,156
11113,77514fded6baad2c4616ba5ec6e45ca1bb0bf404,UTC,-,Male,59,172
11114,b8838c2076a992dbd6d5c9b264438015cc820aff,UTC,-,Male,58,181
11115,877166a6221921cc46177ea04abb4ead2fd211aa,UTC,-,Male,61,176
11116,eba33393c5631d00b672eb20fde089acb1422627,PDT,-,Female,39,151
11117,33d08cead7b5023d76923f1d6c72884139857493,UTC,-,Female,22,167
11118,1d295c4a6876eeab8b0b976f11a00e699fc0f1b3,UTC,-,Male,22,171
11119,f867f9bbdf748c042a166283c1179f9fe2f2f24b,UTC,-,Female,47,163
